UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	CREATE_DATE	AUTHORS	TITLE	REFERENCE	NOTE	TAXONOMY
794448031	KP742350	1	Abies koreana	121373	2015-04-04	Yi,D.-K.,Yang,J.C.,So,S.K.,Joo,M.J.,Kim,D.-K.,Chang,H.S.,Lee,Y.-M.,Choi,K	Complete Chloroplast Genome Sequences from Abies koreana	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Pinales; Pinaceae; Abies
239794338	AP010967	1	Cryptomeria japonica	131767	2009-06-11	Hirao,T.,Watanabe,A.,Kurita,M.,Kondo,T.,Takata,K	A frameshift mutation of the chloroplast matK coding region is associated with chlorophyll deficiency in the Cryptomeria japonica virescent mutant Wogon-Sugi	Curr. Genet. 55 (3), 311-321 (2009)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Cupressales; Cupressaceae; Cryptomeria
1587028128	MH390475	1	Taxus sp. 'Emei type'	127651	2019-03-12	Fu,C.N.,Wu,C.S.,Ye,L.J.,Mo,Z.Q.,Liu,J.,Chang,Y.W.,Li,D.Z.,Chaw,S.M.,Gao,L.M	Prevalence of isomeric plastomes and effectiveness of plastome super-barcodes in yews (Taxus) worldwide	Sci Rep 9 (1), 2773 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Cupressales; Taxaceae; Taxus; unclassified Taxus
1549111461	MH549637	1	Dendrolycopodium obscurum	160877	2019-01-13	Mower,J.P.,Ma,P.F.,Grewe,F.,Taylor,A.,Michael,T.P.,VanBuren,R.,Qiu,Y.L	Lycophyte plastid genomics: extreme variation in GC, gene and intron content and multiple inversions between a direct and inverted orientation of the rRNA repeat	New Phytol. (2018) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Lycopodiopsida; Lycopodiales; Lycopodiaceae; Lycopodioideae; Dendrolycopodium
220983471	AP009569	1	Gnetum parvifolium	114914	2009-01-20	Wu,C.S.,Lai,Y.T.,Lin,C.P.,Wang,Y.N.,Chaw,S.M	Evolution of reduced and compact chloroplast genomes (cpDNAs) in gnetophytes: selection toward a lower-cost strategy	Mol. Phylogenet. Evol. 52 (1), 115-124 (2009)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Gnetopsida; Gnetidae; Gnetales; Gnetaceae; Gnetum
1261342902	MF177088	1	Azolla mexicana	147232	2017-10-22	Robison,T.A.,Wolf,P.G.,Pryer,K.M.,Cheng,S.,Li,F.-W	Direct Submission	Submitted (29-MAY-2017) Utah State University, 1600 Old Main, Logan, UT, USA		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Salviniales; Salviniaceae; Azolla
704002232	KM111545	1	Sanionia uncinata	124374	2014-11-11	Park,M.,Lee,J.,Shin,S.C.,Park,H.,Katny,A.C.,Lee,H	Complete chloroplast genome sequences of an Antarctic moss Sanionia uncinata	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hypnales; Amblystegiaceae; Sanionia
1044635832	KU302768	1	Glyptostrobus pensilis	132239	2016-09-26	Hao,Z.,Cheng,T.,Zheng,R.,Xu,H.,Zhou,Y.,Li,M.,Lu,F.,Dong,Y.,Liu,X.,Chen,J.,Shi,J	The Complete Chloroplast Genome Sequence of a Relict Conifer Glyptostrobus pensilis: Comparative Analysis and Insights into Dynamics of Chloroplast Genome Rearrangement in Cupressophytes and Pinaceae	PLoS ONE 11 (8), E0161809 (2016)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Cupressales; Cupressaceae; Glyptostrobus
1333946551	MG596347	1	Cupressus jiangeensis	128286	2018-01-29	Li,J.,Wu,J.,Zhang,L.,Zhang,L.,Wang,L.,Mao,K	The complete chloroplast genome of Cupressus jiangeensis (cupressaceae), a critically endangered conifer species in China	Conserv Genet Resour (2018) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Cupressales; Cupressaceae; Cupressus
1517365440	MH319942	1	Histiopteris incisa	160567	2018-11-24	Sun,X.,Kang,Z.,Liu,S.,Xu,R.,Wang,Z.,Wang,T.,Su,Y	The complete chloroplast genome sequence of Histiopteris incisa (Dennstaedtiaceae)	Mitochondrial DNA B Resour 3 (2), 772-773 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Dennstaedtiineae; Dennstaedtiaceae; Histiopteris
1727115458	MK705756	1	Saccoloma inaequale	172311	2019-08-26	Lehtonen,S.,Cardenas,G.G	Dynamism in plastome structure observed across the phylogenetic tree of ferns	Bot. J. Linn. Soc. 190 (3), 229-241 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Saccolomatineae; Saccolomataceae; Saccoloma
1560660169	MG272482	1	Selaginella vardei	121254	2019-01-27	Zhang,H.-R.,Zhang,X.-C.,Xiang,Q.-P	Direct Repeats Co-occur with Few Short Dispersed Repeats in Plastid Genome of A Spikemoss, Selaginella vardei (Selaginellaceae, Lycophyta)	bioRxivorg (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Lycopodiopsida; Selaginellales; Selaginellaceae; Selaginella
748990668	KP099645	1	Callitropsis vietnamensis	127541	2015-01-26	Zhu,A.,Mower,J.P	Xanthocyparis plastid genome	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Cupressales; Cupressaceae; Callitropsis
1236179149	KY427340	1	Deparia viridifrons	150939	2017-08-29	Wei,R.,Yan,Y.H.,Harris,A.J.,Kang,J.S.,Shen,H.,Xiang,Q.P.,Zhang,X.C	Plastid Phylogenomics Resolve Deep Relationships among Eupolypod II Ferns with Rapid Radiation and Rate Heterogeneity	Genome Biol Evol 9 (6), 1646-1657 (2017)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Aspleniineae; Athyriaceae; Deparia
1253214413	KY964286	1	Pinus taeda	121531	2018-04-20	Asaf,S.,Khan,A.L.,Khan,M.A.,Shahzad,R.,Lubna,Kang,S.M.,Al-Harrasi,A.,Al-Rawahi,A.,Lee,I.J	Complete chloroplast genome sequence and comparative analysis of loblolly pine (Pinus taeda L.) with related species	PLoS ONE 13 (3), e0192966 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Pinales; Pinaceae; Pinus; Pinus subgen. Pinus
1590100175	MK156800	1	Selaginella lyallii	110411	2019-03-17	Zhang,H.-R.,Xiang,Q.-P.,Zhang,X.-C	The Unique Evolutionary Trajectory 1 and Dynamic Conformations of DR and IR/DR coexisting Plastomes of the Early Vascular Plant Selaginellaceae (Lycophyte)	bioRxivorg (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Lycopodiopsida; Selaginellales; Selaginellaceae; Selaginella
1517363412	MH173068	1	Ceratopteris cornuta	149424	2018-11-24	Robison,T.A.,Grusz,A.L.,Wolf,P.G.,Mower,J.P.,Fauskee,B.D.,Sosa,K.,Schuettpelz,E	Mobile Elements Shape Plastome Evolution in Ferns	Genome Biol Evol 10 (10), 2558-2571 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Pteridineae; Pteridaceae; Parkerioideae; Ceratopteris
1253992661	LC228571	1	Larix gmelinii var. japonica	122553	2017-10-11	Ishizuka,W.,Tabata,A.,Ono,K.,Fukuda,Y.,Hara,T	Draft chloroplast genome of Larix gmelinii var. japonica: insight into intraspecific divergence	J. For. Res. 22, 393-398 (2017)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Pinales; Pinaceae; Larix
1238790361	KY963969	1	Pinus oocarpa	120596	2017-09-05	Aguirre-Dugua,X.,Gernandt,D.S	Complete plastomes of three endemic Mexican pine species (Pinus subsection Australes)	Mitochondrial DNA B Resour 2 (2), 562-565 (2017)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Pinales; Pinaceae; Pinus; Pinus subgen. Pinus
1704722653	MK468632	1	Larix gmelinii	122587	2019-07-19	Zimmermann,H.H.,Harms,L.,Epp,L.S.,Mewes,N.,Bernhardt,N.,Kruse,S.,Stoof-Leichsenring,K.R.,Pestryakova,L.A.,Wieczorek,M.,Trense,D.,Herzschuh,U	Chloroplast and mitochondrial genetic variation of larches at the Siberian tundra-taiga ecotone revealed by de novo assembly	PLoS ONE 14 (7), e0216966 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Pinales; Pinaceae; Larix
1590784227	MH598535	1	Selaginella remotifolia	131867	2019-03-18	Zhang,H.-R.,Xiang,Q.-P.,Zhang,X.-C	The Unique Evolutionary Trajectory 1 and Dynamic Conformations of DR and IR/DR-coexisting Plastomes of the Early Vascular Plant Selaginellaceae (Lycophyte)	bioRxivorg (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Lycopodiopsida; Selaginellales; Selaginellaceae; Selaginella
1677607141	MH064516	1	Haplomitrium blumei	128728	2019-06-08	Yu,Y.,Liu,H.,Yang,J.,Ma,W.,Pressel,S.,Wu,Y.,Schneider,H	Exploring the plastid DNA sequence disparity of liverworts	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Marchantiophyta; Haplomitriopsida; Haplomitriidae; Calobryales; Haplomitriaceae; Haplomitrium
755161331	KP205433	1	Mankyua chejuensis	146225	2015-02-14	Kim,H.T.,Kim,K.-J	The chloroplast genome evolution of eusporangiate ferns and the origin of Mankyua (Ophioglossaceae)	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Ophioglossidae; Ophioglossales; Ophioglossaceae; Mankyuoideae; Mankyua
