UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	CREATE_DATE	AUTHORS	TITLE	REFERENCE	NOTE	TAXONOMY
1728348217	MK335928	1	Allium sativum	153189	2019-08-28	Huo,Y.M.,Gao,L.M.,Liu,B.J.,Yang,Y.Y.,Kong,S.P.,Sun,Y.Q.,Yang,Y.H.,Wu,X	Complete chloroplast genome sequences of 4 Allium species: comparative and phylogenetic analyses	Sci Rep 2019, 12250 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Amaryllidaceae; Allioideae; Allieae; Allium
1732476991	MN380691	1	Whipplea modesta	156130	2019-09-04	Fu,C.N.,Mo,Z.Q.,Yang,J.B.,Ge,X.J.,Li,D.Z.,Jenny Xiang,Q.Y.,Gao,L.M	Plastid phylogenomics and biogeographic analysis support a trans-Tethyan origin and rapid early radiation of Cornales in the Mid-Cretaceous	Mol. Phylogenet. Evol., 106601 (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Whipplea
1694400576	MH325131	1	Teucrium stocksianum subsp. stenophyllum	150087	2019-07-02	Asaf,S	Direct Submission	Submitted (08-MAY-2018) UoN Chair of Oman Medicinal Plant and Marine Natural Products, University of Oman, Birkat Al Mawz, Nizwa, Nizwa 616, Oman		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Teucrioideae; Teucrium
1339785289	MG052600	1	Stipa caucasica	137798	2018-02-11	Krawczyk,K.,Nobis,M.,Myszczynski,K.,Klichowska,E.,Sawicki,J	Plastid super-barcodes as a tool for species discrimination in feather grasses (Poaceae: Stipa)	Sci Rep 8 (1), 1924 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Stipeae; Stipa
1622212694	MK069582	1	Cullen corylifolium	153114	2019-04-27	Tan,W.,Gao,H	Direct Submission	Submitted (18-OCT-2018) Institute of Traditional Chinese Medicine, Tianjin University of Traditional Chinese Medicine, Tianjin 300193, China, Tianjin University of Traditional Chinese Medicine, No. 88 Yuquanlu Road, TianJin, TianJin, China		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; indigoferoid/millettioid clade; Psoraleeae; Cullen
1609433176	MK193789	1	Hansenia oviformis	156952	2019-04-14	Shahzad,K	The chloroplast Complete genome of Hansenia oviformis (Apiaceae)	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Physospermopsis clade; Hansenia
1552056408	MK267310	1	Populus kangdingensis	156523	2019-01-12	Zong,D.,Gan,P.,Zhou,A.,Zhang,Y.,Zou,X.,Duan,A.,Song,Y.,He,C	Plastome Sequences Help to Resolve Deep-Level Relationships of Populus in the Family Salicaceae	Front Plant Sci 10, 5 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus
1335820379	MF926267	1	Tapiscia sinensis	161100	2018-02-03	Ren,X.,Xin,G.,Jia,G.,Liu,W.-Z	Characterization of the complete chloroplast genome sequence of Tapiscia sinensis (Tapisciaceae)	Conserv. Genet. (2017) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Huerteales; Tapisciaceae; Tapiscia
1587085407	MK569470	1	Adonis sutchuenensis	157603	2019-03-13	Zhai,W.,Duan,X.,Zhang,R.,Guo,C.,Li,L.,Xu,G.,Shan,H.,Kong,H.,Ren,Y	Chloroplast Genomic Data Provide New and Robust Insights into the Phylogeny and Evolution of the Ranunculaceae	Mol. Phylogenet. Evol. (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Ranunculales; Ranunculaceae; Ranunculoideae; Adonideae; Adonis
1766752363	MN524605	1	Lonicera hispida	155857	2019-10-22	Wang,H.X.,Liu,H.,Moore,M.J.,Landrein,S.,Liu,B.,Zhu,Z.X.,Wang,H.F	Plastid phylogenomic insights into the evolution of the Caprifoliaceae s.l.(Dipsacales)	Mol. Phylogenet. Evol., 106641 (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Dipsacales; Caprifoliaceae; Lonicera
1760231536	MK161058	1	Micromeles folgneri	163464	2019-10-15	Qiu,J.,Chen,L.,Yi,X.,Li,M.,Chen,X.,Tang,G	The complete chloroplast genome of Sorbus folgneri (C.K.Schneid.) Rehder (Rosaceae)	Mitochondrial DNA B Resour 4 (1), 728-729 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Maleae; Micromeles
1595113585	MH898873	1	Dysphania botrys	152055	2019-03-25	Chen,Y.,Yang,Z	Characterization of the complete plastome of Dysphania botrys, a candidate plant for cancer treatment	Mitochondrial DNA B Resour 3 (2), 1214-1215 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Dysphanieae; Dysphania
1177813113	KX063896	1	Piofontia eriophora	151802	2017-04-17	Vargas,O.M.,Ortiz,E.M.,Simpson,B.B	Conflicting phylogenomic signals reveal a pattern of reticulate evolution in a recent high-Andean diversification (Asteraceae: Astereae: Diplostephium)	New Phytol. 214 (4), 1736-1750 (2017)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Astereae; South American lineages; Piofontia
1040154748	KU291468	1	Iseilema macratherum	139643	2016-06-28	Burke,S.V.,Wysocki,W.P.,Zuloaga,F.O.,Craine,J.M.,Pires,J.C.,Edger,P.P.,Mayfield-Jones,D.,Clark,L.G.,Kelchner,S.A.,Duvall,M.R	Evolutionary relationships in Panicoid grasses based on plastome phylogenomics (Panicoideae; Poaceae)	BMC Plant Biol. 16 (1), 140 (2016)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Andropogonodae; Andropogoneae; Anthistiriinae; Iseilema
1095467137	KX826833	1	Tibouchina longifolia	156789	2016-11-06	Reginato,M.,Neubig,K.M.,Majure,L.C.,Michelangeli,F.A	The first complete plastid genomes of Melastomataceae are highly structurally conserved	PeerJ 4, E2715 (2016)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Melastomataceae; Melastomatoideae; Melastomateae; Tibouchina
1607270536	MH817937	1	Picconia azorica	155350	2019-04-10	Olofsson,J.K.,Cantera,I.,Van de Paer,C.,Hong-Wa,C.,Zedane,L.,Dunning,L.T.,Alberti,A.,Christin,P.A.,Besnard,G	Phylogenomics using low-depth whole genome sequencing: a case study with the olive tribe	Mol Ecol Resour (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Oleaceae; Oleeae; Picconia
537362577	KF156835	1	Camellia impressinervis	156892	2013-09-04	Yang,J.-B.,Yang,S.-X.,Li,H.T.,Yang,J.,Li,D.-Z	Comperative chloroplast genomes of Camellia species	PLoS ONE (2013) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia
1561264273	MH042752	1	Commiphora gileadensis	160268	2019-01-28	Khan,A.,Asaf,S.,Khan,A.L.,Al-Harrasi,A.,Al-Sudairy,O.,AbdulKareem,N.M.,Khan,A.,Shehzad,T.,Alsaady,N.,Al-Lawati,A.,Al-Rawahi,A.,Shinwari,Z.K	First complete chloroplast genomics and comparative phylogenetic analysis of Commiphora gileadensis and C. foliacea: Myrrh producing trees	PLoS ONE 14 (1), e0208511 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Burseraceae; Commiphora
1573388434	MK397925	1	Lophiocarpus tenuissimus	127984	2019-02-19	Yao,G.,Jin,J.J.,Li,H.T.,Yang,J.B.,Shiva Mandala,V.,Croley,M.,Mostow,R.,Douglas,N.A.,Chase,M.W.,Christenhusz,M.J.,Soltis,D.E.,Soltis,P.S.,Smith,S.A.,Brockington,S.F.,Moore,M.J.,Yi,T.S.,Li,D.Z	Plastid phylogenomic insights into the evolution of Caryophyllales	Mol. Phylogenet. Evol. (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Lophiocarpaceae; Lophiocarpus
1246953620	KY412195	1	Bergenia scopulosa	156041	2017-10-02	Bai,G.,Fang,L.,Li,S.,Cui,X	Characterization of the complete chloroplast genome sequence of Bergenia scopulosa (Saxifragales: Saxifragaceae)	Conserv Genet Resour (2017) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Saxifragales; Saxifragaceae; Bergenia
1728348306	MK335929	1	Allium tuberosum	154056	2019-08-28	Huo,Y.M.,Gao,L.M.,Liu,B.J.,Yang,Y.Y.,Kong,S.P.,Sun,Y.Q.,Yang,Y.H.,Wu,X	Complete chloroplast genome sequences of 4 Allium species: comparative and phylogenetic analyses	Sci Rep 2019, 12250 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Amaryllidaceae; Allioideae; Allieae; Allium
1732477077	MN380692	1	Whipplea modesta	156150	2019-09-04	Fu,C.N.,Mo,Z.Q.,Yang,J.B.,Ge,X.J.,Li,D.Z.,Jenny Xiang,Q.Y.,Gao,L.M	Plastid phylogenomics and biogeographic analysis support a trans-Tethyan origin and rapid early radiation of Cornales in the Mid-Cretaceous	Mol. Phylogenet. Evol., 106601 (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Hydrangeaceae; Whipplea
1694400665	MH325132	1	Teucrium mascatense	150499	2019-07-02	Khan,A.,Khan,A.L.,Asaf,S.,Al-Harrasi,A	Direct Submission	Submitted (08-MAY-2018) UoN Chair of Oman Medicinal Plant and Marine Natural Products, University of Oman, Birkat Al Mawz, Nizwa, Nizwa 616, Oman		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Teucrioideae; Teucrium
1339785374	MG052601	1	Stipa caucasica	137800	2018-02-11	Krawczyk,K.,Nobis,M.,Myszczynski,K.,Klichowska,E.,Sawicki,J	Plastid super-barcodes as a tool for species discrimination in feather grasses (Poaceae: Stipa)	Sci Rep 8 (1), 1924 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Stipeae; Stipa
1618804899	MH488956	1	Cenchrus purpureus	137370	2019-04-22	Bhatt,P.P.,Thaker,V.S	Complete Chloroplast Genome of Pennisetum purpureum APBN-1	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Cenchrinae; Cenchrus
1777434795	MK130890	1	Hedera nepalensis var. sinensis	156652	2019-11-27	Wu,J.-J.,Zhou,X.,Gao,J.,Peng,Y.-Q.,Hu,S.-H.,Qian,Y.-X.,Zhang,C.,Wang,R.-H.,Qi,Z.-C	The complete chloroplast genome sequence of common Chinese ivy Hedera nepalensis var. sinensis (Araliaceae)	Mitochondrial DNA B Resour 4 (1), 1881-1882 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Araliaceae; Hedera
1609433262	MK193790	1	Hansenia oviformis	157008	2019-04-14	Shahzad,K	The chloroplast Complete genome of Hansenia oviformis (Apiaceae)	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Physospermopsis clade; Hansenia
1622212782	MH638290	1	Vitis ficifolia	160751	2019-04-27	Yang,Y	Complete Chloroplast Genome of Vitis ficifolia	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Viteae; Vitis
1335820465	MF926268	1	Dalbergia hainanensis	156073	2018-02-03	Deng,C.-Y.,Xin,G.-L.,Zhang,J.-Q.,Zhao,D.-M	Characterization of the complete chloroplast genome of Dalbergia hainanensis (Leguminosae), a vulnerably endangered legume endemic to China	Conserv Genet Resour (2018) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; dalbergioids sensu lato; Dalbergieae; Dalbergia clade; Dalbergia
1552056495	MK267311	1	Populus hopeiensis	155367	2019-01-12	Zong,D.,Gan,P.,Zhou,A.,Zhang,Y.,Zou,X.,Duan,A.,Song,Y.,He,C	Plastome Sequences Help to Resolve Deep-Level Relationships of Populus in the Family Salicaceae	Front Plant Sci 10, 5 (2019)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus
1766752441	MN524606	1	Lonicera tatarinowii	155781	2019-10-22	Wang,H.X.,Liu,H.,Moore,M.J.,Landrein,S.,Liu,B.,Zhu,Z.X.,Wang,H.F	Plastid phylogenomic insights into the evolution of the Caprifoliaceae s.l.(Dipsacales)	Mol. Phylogenet. Evol., 106641 (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Dipsacales; Caprifoliaceae; Lonicera
387940559	JQ757046	1	Vaccinium macrocarpon	176045	2012-11-30	Fajardo,D.,Senalik,D.,Ames,M.,Zhu,H.,Steffan,S.A.,Harbut,R.,Polashock,J.,Vorsa,N.,Gillespie,E.,Kron,K.,Zalapa,J.E	Complete plastid genome sequence of Vaccinium macrocarpon: structure, gene content and rearrangements revealed by next generation sequencing	Tree Genet. Genomes (2012) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Ericaceae; Vaccinioideae; Vaccinieae; Vaccinium
1177813199	KX063897	1	Piofontia glutinosa	152229	2017-04-17	Vargas,O.M.,Ortiz,E.M.,Simpson,B.B	Conflicting phylogenomic signals reveal a pattern of reticulate evolution in a recent high-Andean diversification (Asteraceae: Astereae: Diplostephium)	New Phytol. 214 (4), 1736-1750 (2017)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Astereae; South American lineages; Piofontia
1095467223	KX826834	1	Triolena amazonica	156652	2016-11-06	Reginato,M.,Neubig,K.M.,Majure,L.C.,Michelangeli,F.A	The first complete plastid genomes of Melastomataceae are highly structurally conserved	PeerJ 4, E2715 (2016)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Melastomataceae; Melastomatoideae; Trioleneae; Triolena
1040154845	KU291469	1	Loudetiopsis kerstingii	138377	2016-06-28	Burke,S.V.,Wysocki,W.P.,Zuloaga,F.O.,Craine,J.M.,Pires,J.C.,Edger,P.P.,Mayfield-Jones,D.,Clark,L.G.,Kelchner,S.A.,Duvall,M.R	Evolutionary relationships in Panicoid grasses based on plastome phylogenomics (Panicoideae; Poaceae)	BMC Plant Biol. 16 (1), 140 (2016)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Tristachyideae; Loudetiopsis
1540587743	MH071744	1	Sarcandra glabra	158881	2018-12-26	Han,E.-K	Direct Submission	Submitted (19-MAR-2018) Chonnam University, 77, Yongbong-ro, Buk-gu, Gwangju, Korea		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Chloranthales; Chloranthaceae; Sarcandra
1607270625	MH817938	1	Picconia excelsa	155355	2019-04-10	Olofsson,J.K.,Cantera,I.,Van de Paer,C.,Hong-Wa,C.,Zedane,L.,Dunning,L.T.,Alberti,A.,Christin,P.A.,Besnard,G	Phylogenomics using low-depth whole genome sequencing: a case study with the olive tribe	Mol Ecol Resour (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Oleaceae; Oleeae; Picconia
1573388521	MK397926	1	Macarthuria keigheryi	130003	2019-02-19	Yao,G.,Jin,J.J.,Li,H.T.,Yang,J.B.,Shiva Mandala,V.,Croley,M.,Mostow,R.,Douglas,N.A.,Chase,M.W.,Christenhusz,M.J.,Soltis,D.E.,Soltis,P.S.,Smith,S.A.,Brockington,S.F.,Moore,M.J.,Yi,T.S.,Li,D.Z	Plastid phylogenomic insights into the evolution of Caryophyllales	Mol. Phylogenet. Evol. (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Macarthuriaceae; Macarthuria
537362667	KF156836	1	Camellia taliensis	156975	2013-09-04	Yang,J.-B.,Yang,S.-X.,Li,H.T.,Yang,J.,Li,D.-Z	Comperative chloroplast genomes of Camellia species	PLoS ONE (2013) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia
1732477163	MN380693	1	Loasa nitida	155742	2019-09-04	Fu,C.N.,Mo,Z.Q.,Yang,J.B.,Ge,X.J.,Li,D.Z.,Jenny Xiang,Q.Y.,Gao,L.M	Plastid phylogenomics and biogeographic analysis support a trans-Tethyan origin and rapid early radiation of Cornales in the Mid-Cretaceous	Mol. Phylogenet. Evol., 106601 (2019) In press		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Cornales; Loasaceae; Loasa
1694400754	MH325133	1	Teucrium stocksianum subsp. stocksianum	150076	2019-07-02	Khan,A.L.,Khan,A.,Asaf,S.,Al-Harrasi,A	Direct Submission	Submitted (08-MAY-2018) UoN Chair of Oman Medicinal Plant and Marine Natural Products, University of Oman, Birkat Al Mawz, Nizwa, Nizwa 616, Oman		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Teucrioideae; Teucrium
1339785461	MG052602	1	Stipa caucasica subsp. glareosa	137602	2018-02-11	Krawczyk,K.,Nobis,M.,Myszczynski,K.,Klichowska,E.,Sawicki,J	Plastid super-barcodes as a tool for species discrimination in feather grasses (Poaceae: Stipa)	Sci Rep 8 (1), 1924 (2018)		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Stipeae; Stipa
1493270787	MG805615	1	Dioscorea togoensis	152264	2018-11-01	Magwe-Tindo,J.,Wieringa,J.J.,Sonke,B.,Zapfack,L.,Vigouroux,Y.,Couvreur,T.L.P.,Scarcelli,N	Whole plastome sequences of 14 African yam species (Dioscorea sp.)	Unpublished		Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Dioscoreales; Dioscoreaceae; Dioscorea
